type,depth,landuse,class
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Belukar rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists (100),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/Saprists (60/40),sangat dalam",D4,Belukar rawa,F
"Hemists (100),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/Saprists (60/40),sangat dalam",D4,Belukar rawa,F
"Hemists (100),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists (100),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists (100),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/Saprists (60/40),sangat dalam",D4,Belukar rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D1,"Semak,rumput pada bekas sawah",T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D1,"Semak,rumput pada bekas sawah",T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D1,"Semak,rumput pada bekas sawah",T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D1,"Semak,rumput pada bekas sawah",T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D1,"Semak,rumput pada bekas sawah",T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (30/70),sedang",D2,Belukar rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (30/70),sedang",D2,Belukar rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (30/70),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Belukar rawa,F
"Hemists/min (30/70),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Belukar rawa,F
"Hemists/min (30/70),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D4,Belukar rawa,F
"Hemists/min (30/70),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Belukar rawa,F
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),sangat dalam",D4,Belukar rawa,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),sangat dalam",D4,Belukar rawa,F
"Hemists/min (30/70),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Belukar rawa,F
"Hemists/min (30/70),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Belukar rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Saprists/Hemists (60/40),sedang",D1,Sawah dan kelapa,F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D1,Sawah dan kelapa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists/min (70/30),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists/min (30/70),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D2,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),dangk",D1,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),dangk",D1,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),dangk",D1,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),dangk",D1,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),dangk",D1,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (30/70),dangkal",D0,Sawah intensif (padi - palawij,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
