type,depth,landuse,class
"Saprists/Hemists (60/40),sangat dalam",D4,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D1,Kelapa pada bekas hutan rawa > 5 th,F
"Saprists/Hemists (60/40),sangat dalam",D4,Belukar rawa,T
"Saprists/Hemists (60/40),dalam",D3,Kelapa pada bekas hutan rawa > 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Kelapa pada bekas hutan rawa > 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D1,Kelapa pada bekas hutan rawa > 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Saprists/Hemists (60/40),sangat dalam",D3,Sawah dan kelapa,T
"Saprists/Hemists (60/40),dalam",D3,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,T
"Saprists/Hemists (60/40),dalam",D3,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,T
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Hutan rawa,F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Saprists/Hemists (60/40),sangat dalam",D3,Kelapa pada bekas hutan rawa > 5 th,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Saprists/Hemists (60/40),sangat dalam",D3,Kelapa pada bekas hutan rawa > 5 th,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Kelapa pada bekas hutan rawa > 5 th,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Kelapa pada bekas hutan rawa > 5 th,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D2,Kelapa sawit pada bekas hutan rawa < 5 th,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),dalam",D3,Lahan hutan konsesi penebangan,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Kelapa pada bekas hutan rawa > 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Kelapa pada bekas hutan rawa > 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,F
